ItemId	ItemType	OrbColor	OrbGroup	ItemTier	ItemName	ItemDesc	Icon	SkillId	SaveSkillNote	ItemMagic	Tags[1]	Tags[2]	Tags[3]	UnlockProgressionNodeId
227	2			4	Cafe Season Pass	Red Orb drop rate<Icon=IconRedOrbsAttackDropRate|39|39/> <color=#67ef8a>+50%</color>\nYellow Orb drop rate<Icon=IconYellowOrbsAttackDropRate|39|39/> <color=#67ef8a>+50%</color>\nBlue Orb drop rate<Icon=IconBlueOrbsAttackDropRate|39|39/> <color=#67ef8a>+50%</color>\nFor every 1% Signal Orb drop rate above 100%, gains <color=#67ef8a>+3%</color> Signal Orb DMG<Icon=IconSignalOrbsDmg|39|39/> (Does not stack)\n<color=#8b93e4>—"This ticket gets you one drink of your choice at a certain cafe every day"</color>	Assets/Product/Texture/Image/UiPBR/PBRItemsIcon/PBRItemsIcon90.png			791039	Item	Damage Output		
228	2			4	Kamui's Invitation	Range<Icon=IconBasicAttackRange|39|39/> <color=#67ef8a>+20</color>\nFor every 1 Range<Icon=IconBasicAttackRange|39|39/>, gains <color=#67ef8a>+4%</color> Attack Speed Bonus<Icon=IconBasicAttackSpeedRate|39|39/> (Does not stack)\n<color=#8b93e4>—"A date invitation just for you"</color>	Assets/Product/Texture/Image/UiPBR/PBRItemsIcon/PBRItemsIcon89.png			791044	Item	Damage Output		
229	2			4	Chromie	Max HP<Icon=IconMaxHP|39|39/> <color=#67ef8a>+25</color>\nArmor<Icon=IconArmor|39|39/> <color=#67ef8a>+5</color>\nSpeed<Icon=IconMoveSpeed|39|39/> <color=#ff4b5a>-5%</color>\nFor every <color=#ff4b5a>-0.5%</color> Speed<Icon=IconMoveSpeed|39|39/>, gains <color=#67ef8a>+0.5%</color> Lifesteal Efficiency (Fever)<Icon=IconLifestealRate|39|39/> (Does not stack)\n<color=#8b93e4>—"A mop-and-vac robot in a maid outfit"</color>	Assets/Product/Texture/Image/UiPBR/PBRItemsIcon/PBRItemsIcon43.png			791047	Item	Survivability		
230	2			1	Rainbow Guitar Pick	Basic ATK DMG Bonus<Icon=IconBasicAttackDmg|39|39/> <color=#67ef8a>+30%</color>\nMovement Speed<Icon=IconMoveSpeed|39|39/> <color=#ff4b5a>-1%</color>\nMax HP<Icon=IconMaxHP|39|39/> <color=#ff4b5a>-1</color>	Assets/Product/Texture/Image/UiPBR/PBRItemsIcon/PBRItemsIcon100.png			747689	Item	Damage Output		
231	2			1	Energy Electrolyte	Auto Pickup Range<Icon=IconAutoPickupRange|39|39/> <color=#67ef8a>+2</color>\nArmor<Icon=IconArmor|39|39/> <color=#ff4b5a>-1</color>	Assets/Product/Texture/Image/UiPBR/PBRItemsIcon/PBRItemsIcon101.png			747693	Item			
232	2			1	Retro Cassette Tape	Auto Pickup Range<Icon=IconAutoPickupRange|39|39/> <color=#67ef8a>+2</color>\nKnockback<Icon=IconBasicAttackKnockback|39|39/> <color=#67ef8a>+1</color>\nSignal Orb DMG Bonus<Icon=IconSignalOrbsDmg|39|39/> <color=#ff4b5a>-8%</color>	Assets/Product/Texture/Image/UiPBR/PBRItemsIcon/PBRItemsIcon102.png			747696	Item	Survivability		
233	2			1	Plain Drumsticks	Armor (Fever)<Icon=IconFeverArmor|39|39/> <color=#67ef8a>+2</color>\nMovement Speed<Icon=IconMoveSpeed|39|39/> <color=#ff4b5a>-2.5%</color>	Assets/Product/Texture/Image/UiPBR/PBRItemsIcon/PBRItemsIcon103.png			747710	Item	Survivability		
234	2			1	Forgotten Scarf	Armor (Fever)<Icon=IconFeverArmor|39|39/> <color=#67ef8a>+2</color>\nDamage Boost (Fever)<Icon=IconFeverDmg|39|39/> <color=#67ef8a>+30%</color>\nLuck<Icon=IconLuck|39|39/> <color=#ff4b5a>-3</color>	Assets/Product/Texture/Image/UiPBR/PBRItemsIcon/PBRItemsIcon104.png			747713	Item	Survivability	Damage Output	
235	2			1	Tour Setlist	Damage Boost (Fever)<Icon=IconFeverDmg|39|39/> <color=#67ef8a>+45%</color>\nAttack Speed Bonus<Icon=IconBasicAttackSpeedRate|39|39/> <color=#ff4b5a>-5%</color>	Assets/Product/Texture/Image/UiPBR/PBRItemsIcon/PBRItemsIcon105.png			747717	Item	Damage Output		
236	2			1	Wishlist Playlist	Movement Speed<Icon=IconMoveSpeed|39|39/> <color=#67ef8a>+4%</color>\nArmor<Icon=IconArmor|39|39/> <color=#67ef8a>+1</color>\nAuto Pickup Range<Icon=IconAutoPickupRange|39|39/> <color=#ff4b5a>-1</color>	Assets/Product/Texture/Image/UiPBR/PBRItemsIcon/PBRItemsIcon106.png			747720	Item	Survivability		
237	2			1	Wired Audio Cable	Attack Speed Bonus<Icon=IconBasicAttackSpeedRate|39|39/> <color=#67ef8a>+12%</color>\nSignal Orb DMG Bonus<Icon=IconSignalOrbsDmg|39|39/> <color=#ff4b5a>-8%</color>	Assets/Product/Texture/Image/UiPBR/PBRItemsIcon/PBRItemsIcon107.png			747723	Item	Damage Output		
238	2			1	Statement Glasses	Lifesteal Efficiency (Fever)<Icon=IconFeverLifestealRate|39|39/> <color=#67ef8a>+1%</color>\nDodge<Icon=IconDodgeRate|39|39/> <color=#ff4b5a>-1%</color>	Assets/Product/Texture/Image/UiPBR/PBRItemsIcon/PBRItemsIcon108.png			747726	Item	Survivability		
239	2			1	XL Caffe Latte	Luck<Icon=IconLuck|39|39/> <color=#67ef8a>+6</color>\nDamage Boost (Fever)<Icon=IconFeverDmg|39|39/> <color=#ff4b5a>-19%</color>\n<color=#8b93e4>—"Get over 10,000 likes, then we'll talk about rehearsing"</color>	Assets/Product/Texture/Image/UiPBR/PBRItemsIcon/PBRItemsIcon145.png			747729	Item	Luck Up		
240	2			1	Mic Windscreen	Knockback<Icon=IconBasicAttackKnockback|39|39/> <color=#67ef8a>+1</color>\nMovement Speed<Icon=IconMoveSpeed|39|39/> <color=#ff4b5a>-2.5%</color>	Assets/Product/Texture/Image/UiPBR/PBRItemsIcon/PBRItemsIcon110.png			747732	Item	Survivability		
241	2			1	Rainbow Candy Wrapper	Max HP<Icon=IconMaxHP|39|39/> <color=#67ef8a>+5</color>\nArmor<Icon=IconArmor|39|39/> <color=#67ef8a>+1</color>\nDodge<Icon=IconDodgeRate|39|39/> <color=#ff4b5a>-1%</color>	Assets/Product/Texture/Image/UiPBR/PBRItemsIcon/PBRItemsIcon112.png			747735	Item	Survivability		
242	2			2	White Night Static	Basic ATK DMG Bonus<Icon=IconBasicAttackDmg|39|39/> <color=#67ef8a>+35%</color>\nRange<Icon=IconBasicAttackRange|39|39/> <color=#67ef8a>+2</color>\nATK Speed Bonus<Icon=IconBasicAttackSpeedRate|39|39/> <color=#ff4b5a>-6%</color>	Assets/Product/Texture/Image/UiPBR/PBRItemsIcon/PBRItemsIcon123.png			747738	Item	Damage Output		
243	2			2	Sky Isle Tin Radio	Lifesteal Efficiency (Fever)<Icon=IconFeverLifestealRate|39|39/> <color=#67ef8a>+1.5%</color>\nAt the end of each wave, Max HP<Icon=IconMaxHP|39|39/> <color=#ff4b5a>-1</color>	Assets/Product/Texture/Image/UiPBR/PBRItemsIcon/PBRItemsIcon122.png			747742	Item	Survivability		
244	2			2	Gloomy Mumbler	Red Orb Drop Rate<Icon=IconRedOrbsAttackDropRate|39|39/> <color=#ff4b5a>-2%</color>\nBlue Orb Drop Rate<Icon=IconBlueOrbsAttackDropRate|39|39/> <color=#ff4b5a>-2%</color>\nYellow Orb Drop Rate<Icon=IconYellowOrbsAttackDropRate|39|39/> <color=#ff4b5a>-2%</color>\nAt the end of each wave, Auto Pickup Range<Icon=IconAutoPickupRange|39|39/> <color=#67ef8a>+1</color>	Assets/Product/Texture/Image/UiPBR/PBRItemsIcon/PBRItemsIcon121.png			747745	Item			
245	2			2	Electro Core Mic	Armor<Icon=IconArmor|39|39/> <color=#ff4b5a>-1</color>\nSignal Orb DMG Bonus<Icon=IconSignalOrbsDmg|39|39/> <color=#ff4b5a>-6%</color>\nAt the end of each wave, Fever Armor<Icon=IconFeverArmor|39|39/> <color=#67ef8a>+1</color>\nAt the end of each wave, Damage Boost      (Fever)<Icon=IconFeverDmg|39|39/> <color=#67ef8a>+10%</color>	Assets/Product/Texture/Image/UiPBR/PBRItemsIcon/PBRItemsIcon113.png			747750	Item	Survivability	Damage Output	
246	2			2	Street Skateboard	Damage Boost (Fever)<Icon=IconFeverDmg|39|39/> <color=#67ef8a>+78%</color>\nBasic ATK DMG Bonus<Icon=IconBasicAttackDmg|39|39/> <color=#ff4b5a>-5%</color>\nSignal Orb DMG Bonus<Icon=IconSignalOrbsDmg|39|39/> <color=#ff4b5a>-4%</color>	Assets/Product/Texture/Image/UiPBR/PBRItemsIcon/PBRItemsIcon114.png			747755	Item	Damage Output		
247	2			2	Retro Music Storage Case	Armor (Fever)<Icon=IconFeverArmor|39|39/> <color=#67ef8a>+5</color>\nKnockback<Icon=IconBasicAttackKnockback|39|39/> <color=#ff4b5a>-1</color>	Assets/Product/Texture/Image/UiPBR/PBRItemsIcon/PBRItemsIcon115.png			747759	Item	Survivability		
248	2			2	Graffiti Buddy Spray Can	Damage Boost (Fever)<Icon=IconFeverDmg|39|39/> <color=#67ef8a>+51%</color>\nAuto Pickup Range<Icon=IconAutoPickupRange|39|39/> <color=#67ef8a>+3</color>\nDMG taken next wave +<color=#ff4b5a>20%</color>	Assets/Product/Texture/Image/UiPBR/PBRItemsIcon/PBRItemsIcon116.png			747762	Item	Damage Output		
249	2			2	Graffiti Buddy Spray Can	Damage Boost (Fever)<Icon=IconFeverDmg|39|39/> <color=#67ef8a>+51%</color>\nAuto Pickup Range<Icon=IconAutoPickupRange|39|39/> <color=#67ef8a>+3</color>	Assets/Product/Texture/Image/UiPBR/PBRItemsIcon/PBRItemsIcon116.png			747766	Item	Damage Output		23
250	2			2	Limited Edition Hoodie	Lifesteal Efficiency (Fever)<Icon=IconFeverLifestealRate|39|39/> <color=#67ef8a>+1%</color>\nAttack Speed Bonus<Icon=IconBasicAttackSpeedRate|39|39/> <color=#67ef8a>+17%</color>\nArmor<Icon=IconArmor|39|39/> <color=#ff4b5a>-1</color>	Assets/Product/Texture/Image/UiPBR/PBRItemsIcon/PBRItemsIcon117.png			747769	Item	Survivability	Damage Output	
251	2			2	Limited Edition Cap	Movement Speed<Icon=IconMoveSpeed|39|39/> <color=#67ef8a>+8.5%</color>\nArmor (Fever)<Icon=IconFeverArmor|39|39/> <color=#67ef8a>+3</color>\nBasic ATK DMG Bonus<Icon=IconBasicAttackDmg|39|39/> <color=#ff4b5a>-12%</color>	Assets/Product/Texture/Image/UiPBR/PBRItemsIcon/PBRItemsIcon118.png			747773	Item	Survivability		
252	2			2	Shadow-Seeker Polaroid	Range<Icon=IconBasicAttackRange|39|39/> <color=#67ef8a>+3</color>\nSignal Orb DMG Bonus<Icon=IconSignalOrbsDmg|39|39/> <color=#ff4b5a>-10%</color>	Assets/Product/Texture/Image/UiPBR/PBRItemsIcon/PBRItemsIcon119.png			747777	Item			
253	2			2	Mini Hand Clapper	Combo Duration<Icon=IconComboBoostWindow|39|39/> <color=#67ef8a>+2</color>s\nMovement Speed<Icon=IconMoveSpeed|39|39/> <color=#67ef8a>+8.5%</color>\nSignal Orb DMG Bonus<Icon=IconSignalOrbsDmg|39|39/> <color=#ff4b5a>-9%</color>	Assets/Product/Texture/Image/UiPBR/PBRItemsIcon/PBRItemsIcon111.png			747780	Item			
254	2			2	Limited Edition Thermos	Sprint Charge<Icon=IconDashLimitNum|39|39/> <color=#67ef8a>+17%</color>\nArmor<Icon=IconArmor|39|39/> <color=#67ef8a>+2</color>\nMax HP<Icon=IconMaxHP|39|39/> <color=#ff4b5a>-4</color>	Assets/Product/Texture/Image/UiPBR/PBRItemsIcon/PBRItemsIcon120.png			747784	Item	Survivability		
255	2			3	Rainbow Beatmap	Auto Pickup Range<Icon=IconAutoPickupRange|39|39/> <color=#67ef8a>+6</color>	Assets/Product/Texture/Image/UiPBR/PBRItemsIcon/PBRItemsIcon124.png			747788	Item			
256	2			3	Illusion Module Effector	Armor (Fever)<Icon=IconFeverArmor|39|39/> <color=#67ef8a>+7</color>	Assets/Product/Texture/Image/UiPBR/PBRItemsIcon/PBRItemsIcon125.png			747790	Item	Survivability		
257	2			3	Spin-Spin Disco Ball	Damage Boost (Fever)<Icon=IconFeverDmg|39|39/> <color=#67ef8a>+99%</color>	Assets/Product/Texture/Image/UiPBR/PBRItemsIcon/PBRItemsIcon126.png			747792	Item	Damage Output		
258	2			3	Crowd Control Headset	Armor (Fever)<Icon=IconFeverArmor|39|39/> <color=#67ef8a>+4</color>\nDamage Boost (Fever)<Icon=IconFeverDmg|39|39/> <color=#67ef8a>+65%</color>	Assets/Product/Texture/Image/UiPBR/PBRItemsIcon/PBRItemsIcon127.png			785851	Item	Survivability	Damage Output	
259	2			3	Someone's Glow Stick	At the end of each wave, Damage Boost      (Fever)<Icon=IconFeverDmg|39|39/> <color=#67ef8a>+20%</color>	Assets/Product/Texture/Image/UiPBR/PBRItemsIcon/PBRItemsIcon128.png			785854	Item	Damage Output		
260	2			3	Ink Splash Jacket	Combo Duration<Icon=IconComboBoostWindow|39|39/> <color=#67ef8a>+2</color>s\nArmor (Fever)<Icon=IconFeverArmor|39|39/> <color=#67ef8a>+4</color>	Assets/Product/Texture/Image/UiPBR/PBRItemsIcon/PBRItemsIcon129.png			785856	Item	Survivability		
261	2			3	All-Weather LED Tube	Fever Duration<Icon=IconFeverLimitTime|39|39/> <color=#67ef8a>+6</color>s	Assets/Product/Texture/Image/UiPBR/PBRItemsIcon/PBRItemsIcon130.png			785859	Item			
262	2			3	Black & White Synth	Fever Duration<Icon=IconFeverLimitTime|39|39/> <color=#67ef8a>+4</color>s\nAuto Pickup Range<Icon=IconAutoPickupRange|39|39/> <color=#67ef8a>+4</color>	Assets/Product/Texture/Image/UiPBR/PBRItemsIcon/PBRItemsIcon131.png			785861	Item			
263	2			3	Digital Console	At the end of each wave, Max HP<Icon=IconMaxHP|39|39/> <color=#67ef8a>+4</color>	Assets/Product/Texture/Image/UiPBR/PBRItemsIcon/PBRItemsIcon132.png			785864	Item	Survivability		
264	2			3	Cheering Sweet Tea	Damage Boost (Fever)<Icon=IconFeverDmg|39|39/> <color=#67ef8a>+65%</color>\nLuck<Icon=IconLuck|39|39/> <color=#67ef8a>+10</color>\n<color=#8b93e4>—"Why did you play that song!?"</color>	Assets/Product/Texture/Image/UiPBR/PBRItemsIcon/PBRItemsIcon137.png			785866	Item	Damage Output		
265	2			3	Boom Boom Drum Kit	Red Orb Drop Rate<Icon=IconRedOrbsAttackDropRate|39|39/> <color=#67ef8a>+15%</color>\nSprint Charge<Icon=IconDashLimitNum|39|39/> <color=#67ef8a>+25%</color>	Assets/Product/Texture/Image/UiPBR/PBRItemsIcon/PBRItemsIcon134.png			785869	Item	Survivability		
266	2			3	Cyber Turntable	Red Orb Drop Rate<Icon=IconRedOrbsAttackDropRate|39|39/> <color=#67ef8a>+9%</color>\nBlue Orb Drop Rate<Icon=IconBlueOrbsAttackDropRate|39|39/> <color=#67ef8a>+9%</color>\nYellow Orb Drop Rate<Icon=IconYellowOrbsAttackDropRate|39|39/> <color=#67ef8a>+9%</color>\nBasic ATK DMG Bonus<Icon=IconBasicAttackDmg|39|39/> <color=#67ef8a>+22%</color>	Assets/Product/Texture/Image/UiPBR/PBRItemsIcon/PBRItemsIcon135.png			785872	Item	Survivability	Damage Output	
267	2			4	Digital Storage	At the start of each wave, gain <color=#67ef8a>100</color> EXP. <Icon=IconSignalOrbsDmg|39|39/>Signal Orb DMG Bonus <color=#67ef8a>+6% per current level</color> (Does not stack)\n<color=#8b93e4>——“There is no spoon”</color>	Assets/Product/Texture/Image/UiPBR/PBRItemsIcon/PBRItemsIcon147.png			785877	Item	Damage Output		7
268	2			4	Anchor of Courage	Takes <color=#ff4b5a>1</color> DMG per second. When HP is below 50%, <Icon=IconSignalOrbsDmg|39|39/>Signal Orb DMG +100%</color>\n<color=#8b93e4>—"This is the wave I've waited my whole life for."</color>	Assets/Product/Texture/Image/UiPBR/PBRItemsIcon/PBRItemsIcon146.png			785881	Item	Damage Output		6
